[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.7595987528182961,1.5474610219894827,1.0535971154669488,0.6935864665887956,0.6718262226599556,1.25285430435691,1.574287265479806,0.7189139762942931,0.8220175673914737,0.9112013106583265,1.6997401369414757,1.3975258388167782,1.1012309204632935,1.4366777319784085,1.6219528535828933,2.1155858178451776,2.2798952260423437,1.1059216906472937,1.637165559162482,2.180140100478895,4.031806938970569,4.188328347039947,3.3168815882528766,2.260461369752219,2.6266247639927167,3.340741631537348,2.934229268597375,3.0454299832956258,2.904134784376416,2.2387708396578705,6.154815619448054,6.569352588372878,6.853664681726566,9.342698049120347,8.830110539646405,5.844445819137004,5.33999308731122,5.889447195938169,6.008163637126147,6.850197930010156,12.14176724896624,10.168550128963249,12.518638360933307,12.757688046665553,10.34188653995112,13.807819446214731,12.55260262804627,11.286109737881382,13.130042945041406,12.20515571113672,20.957055463248555,23.979952065914716,23.902143783650367,22.18536204361973,30.061675158984368,20.66997499975131,27.439718325784664,23.614930785756677,23.88900691967759,29.421218714828743,43.731054073205605,42.9647657676764,46.841061803446586,42.09828741700604,44.92337296235439,53.01078765593024,48.40346589620274,49.95977691171171,43.28273730167719,38.5808510815245,88.18389607282259,79.47653079082511,76.42047775550391,79.69163626968579,85.1556941961154,83.38475986457792,76.8538427718924,89.49742073224644,73.71428604834708,92.36826532535203
,1.5089854453166125,3.1823392425560244,2.018918798262132,1.3641912553878697,1.3721169955269874,2.4235554378188384,3.1113527583267597,1.4685939437622721,1.6811646283772446,1.8951268289601813,3.3186560195826162,2.836925201645119,2.2155624738318784,2.8356999554300364,3.261815400304328,4.254903845717303,4.529952543506214,2.190411372855428,3.2323378599084838,4.085775250228895,7.816265543010484,8.981996108706868,6.609818544827418,4.485126351709763,5.318368331885026,6.89361450495899,5.897972373803857,6.075088232336376,5.6926019424041465,4.4612276086587865,12.17699580675232,12.93818776676262,13.676258193004948,17.405396861488203,17.085510102357542,11.635293734416095,10.589115121814485,11.88774424090992,12.104792337485343,14.245101862120542,24.353177968009085,20.337787357892875,24.80092771367541,26.111593762615403,20.73959233924291,27.515198135696767,25.202210961168284,22.514787362126036,26.778570186385508,24.516170625355443,41.82870149950428,47.40761501305025,47.33210526014114,44.15998505389739,60.54984085973211,41.323992116513345,53.14687889524455,46.588056493098,47.26710526405016,58.12760849656472,87.7129371945284,86.13812785583161,92.33517232477875,83.81259026831181,90.01710060878105,106.31440865029056,96.12253396850018,99.75054221170689,87.32578693739399,77.39199564372488,176.60947596320588,158.1490461302379,153.19003204341922,159.20647052114808,169.86005514085576,166.48041856615183,153.4997062854956,180.586574728816,147.33908570088602,185.62463589502963
,2.2503023283342496,4.870033276519456,2.9300745949068263,2.022805936616593,2.114268537430278,3.5177158407979876,4.595761412983158,2.2546925111755196,2.6012652996710273,2.950110126490916,4.872991314847428,4.322199577429042,3.3479844484737122,4.215943622889458,4.92361205209981,6.417334268053385,6.753807369685447,3.2684318937906824,4.7894650635626,5.8397295657404,11.448024399962959,14.311785774516618,9.848882809403195,6.66762864473535,8.094649197501829,10.705457946206627,8.870657354363319,9.06951026825418,8.4161324024168,6.676218262863843,18.08815455322822,19.161135799599318,20.49413299669641,24.846848031651398,24.90059818932727,17.411803275337522,15.764675678477447,18.061538150351364,18.28642961985131,22.92408231913324,36.644980061992996,30.666718633186303,36.77732135583058,39.43858342502813,31.227154332012592,41.44743575807415,37.60982939593448,33.734750552419335,39.99069156978462,37.09926359698049,62.80552904322654,70.68182267117153,70.49078165708576,65.68379386069508,91.44301765345732,61.89723393763976,78.15168705563546,69.42320309824694,70.1510524478049,87.06923344259704,131.9244708363727,129.72298990688446,136.82155293156595,125.26387485243099,135.44510993712856,160.09546205748822,143.23640191908075,149.71946100641267,132.42824433273506,116.493130983415,264.76370480306764,236.3015154157515,231.10114558680138,239.10944584872937,254.07201413379968,249.59578173439513,230.2235516752856,272.4105749295811,220.9859791014777,278.8054668444777
,2.993357956965348,6.480261624846078,3.7936615802153595,2.672924392267742,2.90708570489963,4.543303689545571,5.9753200542347855,3.101123860000442,3.575193505475604,4.075546406284754,6.383266961800515,5.839202594291514,4.507700267774791,5.541023831225113,6.547144498650822,8.661927143857783,8.952469094409395,4.322490405538049,6.3268586461705585,7.4556166294017805,14.84569713504067,20.001407552918753,13.024761981715283,8.80694336113179,10.877454334615857,14.795568999330682,11.838976653970493,11.98394816635275,11.044086862065319,8.896236960800223,23.95446162808166,25.238545623857267,27.27957856319277,31.849794609505985,32.35353287893045,23.189236227376327,20.90640009689637,24.37260483684966,24.533325553650002,31.26409703345711,48.88582714243523,41.17806823486163,48.44462874569175,52.22702083492923,41.85504006070017,55.501722597623456,49.87262504937169,44.90893161377908,52.85065167354134,50.50314992247659,83.92014759069369,93.90240073214918,93.45321094991434,86.8310217110447,122.3016825305198,82.42456514230017,102.80820644398635,92.19821968811029,92.61838279616622,115.65084787835124,175.77424830563317,173.76486066800675,180.32176907090016,166.5051295084035,181.38956470861277,213.71096194714153,189.8413535770992,200.2257690838283,179.04326022481126,155.82739614865557,352.9513231673064,314.12973102295257,307.87227171244456,319.43322312736655,338.27351985847275,332.7620649699527,306.8493635415153,365.6225995883168,294.6399043551817,372.1885054451963
,3.7385692175587666,7.962835912376356,4.625924295714622,3.323387926176951,3.7589517094506255,5.506295446895926,7.27889163911953,4.001117488328111,4.6002445830622944,5.236410179374257,7.855007051980982,7.40614435109892,5.6840969429102906,6.847842680850789,8.105905348987543,10.976248353938296,11.138128421191304,5.370055494591953,7.824644291583004,8.947796398632242,18.02539966970395,25.054245224665653,16.156419517735284,10.928652309578945,13.706193315445828,19.151670382321043,14.809801180337724,14.826848788963096,13.596055705040968,11.149791362057426,29.805267512021523,31.18338466040914,34.07049864074976,38.54049459022418,39.46800804979625,29.00284859048708,25.98392191673497,30.893571588917936,30.819030276590112,38.55002272791164,60.68903560144544,51.948397471990674,59.85861937255635,64.66240649024407,52.68258719423657,69.1036203445079,62.03013449881957,56.06218630844464,65.60611583343425,63.023065613653664,105.19835842882082,117.22551363809777,116.20646606968559,107.66403177384433,153.2416195826574,102.8694820216396,127.33668386237764,114.9875899617487,114.64406579202141,143.2794083280092,219.64199617889153,218.15872268636474,222.80478002586426,207.7225881529853,227.04861726248257,266.7256793361916,236.26414930699679,251.63592187899386,227.67715040265125,195.46205461383065,440.937582603407,391.5844869182171,384.19008162175385,400.08629869184404,422.40953653703906,416.34528006139817,383.5388603860608,460.37439603969705,368.4003184410367,465.8774424211281
,4.487463771401768,9.328101850094463,5.437341569372949,3.9813800904776717,4.665720995892498,6.403905598681219,8.498100477819595,4.950532994269283,5.70348814764819,6.395023726217338,9.294439205999623,8.997092263427087,6.878124148848722,8.135728863204815,9.634534838721798,13.436447556581301,13.339544129602295,6.39580122084227,9.309475563124826,10.380141347442056,20.997465227347817,29.642671238791443,19.27335894980961,13.02992961428325,16.552342292713824,23.7909568301863,17.796601988710908,17.596304309674462,16.07566290131244,13.433277461240278,35.69898841698484,37.02684789501318,40.89380609731586,44.97827756600059,46.34122510583292,34.875471225968525,30.973129943344567,37.59696532427777,37.09501199459327,45.22799996763856,72.04790609169038,62.9266114309292,71.08218641723458,76.81653839672474,63.69755039251409,82.3452253605986,74.24830966437318,67.18939217095819,78.08833490883255,75.14666972315285,126.69301729794648,140.7158616274446,138.84659394647858,128.3067623206713,185.75743959788258,123.1418484780995,151.87947906423435,137.76378337235312,136.3161488078548,170.1721564507291,263.410882723612,263.0580853476375,264.36702074370623,249.09771578122061,272.74126586965195,319.17345473450774,282.7631612505456,303.6776056356344,279.09191143962664,235.39134618262725,529.0456010810015,468.82769387786794,460.2444198796658,480.8290768156101,506.6523581945221,499.69958971864764,460.24835999108893,557.6988849432395,442.3373591025868,559.8689732151074
,5.240714870061541,10.572014156805519,6.237239621993025,4.655657623570534,5.650721722190137,7.25895857223798,9.665174966682716,6.002325529326097,6.866500900165974,7.48240711150643,10.710105619652332,10.610646013551603,8.09031283342245,9.399192512906005,11.113257532269705,16.01656825540161,15.55451974358007,7.41728256324333,10.782837929529945,11.748143365727884,23.794947804084632,34.01875746045091,22.365800908694318,15.106597780909805,19.368834683394116,28.59533128294098,20.768092990294495,20.277296619915262,18.48984617278301,15.755263912138357,41.66350677550097,42.76877319709127,47.863230930338226,51.238415900837275,53.0295318891256,40.82435436426272,35.894819504723564,44.55535954344889,43.34115032923733,51.57265936037998,83.14409502212929,74.0341939239875,82.04042585932268,88.67308681551754,74.88990522141515,95.34359779472577,86.61603993964852,78.30985499712482,90.22299351718426,87.07694026063211,148.3615150202374,164.48310549691308,161.47302710613937,148.71099036670645,218.2931852317779,143.32997646179808,176.53727106011382,160.7088162008946,157.71992283064498,196.54058519302163,307.1916258242836,308.6267051355963,305.2708736737802,290.69557209416735,318.9165667429217,369.6087314540815,328.98046783174055,356.89338222057506,330.9535873491993,275.7343252733889,617.454683206066,545.9569276186267,536.1797662460935,561.8576276687045,591.1007402965055,582.3262308344989,537.0231383379885,654.8393377694345,516.6593149294238,653.687816221828
,5.9996956542927435,11.676735488774643,7.034164515805998,5.354671432932506,6.743413055917847,8.074169443053329,10.791812912746348,7.136703867259616,8.0824637032845,8.545452630207537,12.111384001318607,12.235231457380724,9.327218148343553,10.643046550430713,12.536024586443821,18.770006116833358,17.78813793776793,8.421836182007924,12.240299346033392,13.071287987789407,26.442509563152424,38.22597601348205,25.43573582393122,17.178730112518917,22.179615692174004,33.671467857872315,23.78124220842347,22.882385323980486,20.844391564251286,18.127949066568714,47.723228688499496,48.41116259211651,55.057077564178286,57.36995864749259,59.5920855554521,46.86808349428904,40.770025435582085,51.7416490627909,49.586146837165906,57.67460182779886,93.90366467156055,85.28020394716964,92.83586646412432,100.47974261780482,86.34814793806122,108.16595130686979,99.32167887439306,89.45176048715913,102.04312900439184,98.93113223212973,170.19654887456718,188.47460770552274,184.24924621332832,169.05719511146023,250.01728863101897,163.41040514306485,201.19478798967867,183.9763732347535,178.91866800991474,222.61013932100443,350.82090055206396,354.89819834421786,345.63629245262445,332.5736109003968,365.38568494482394,419.1549649158001,374.9698483743906,409.3468044506499,383.7457802502141,316.68039874350404,706.1348803627775,623.0060831754571,612.0807342667158,643.5198286735322,675.3143473337051,664.6063963397697,614.0505748418772,752.7830754536926,591.3463553911591,745.8250360269883
